,County,Province_State,Country_Region,Date,Target_x,TargetValue_x,Target_y,TargetValue_y
369685,,,Uzbekistan,2020-01-23,ConfirmedCases,0.0,Fatalities,0.0
369686,,,Uzbekistan,2020-01-24,ConfirmedCases,0.0,Fatalities,0.0
369687,,,Uzbekistan,2020-01-25,ConfirmedCases,0.0,Fatalities,0.0
369688,,,Uzbekistan,2020-01-26,ConfirmedCases,0.0,Fatalities,0.0
369689,,,Uzbekistan,2020-01-27,ConfirmedCases,0.0,Fatalities,0.0
369690,,,Uzbekistan,2020-01-28,ConfirmedCases,0.0,Fatalities,0.0
369691,,,Uzbekistan,2020-01-29,ConfirmedCases,0.0,Fatalities,0.0
369692,,,Uzbekistan,2020-01-30,ConfirmedCases,0.0,Fatalities,0.0
369693,,,Uzbekistan,2020-01-31,ConfirmedCases,0.0,Fatalities,0.0
369694,,,Uzbekistan,2020-02-01,ConfirmedCases,0.0,Fatalities,0.0
369695,,,Uzbekistan,2020-02-02,ConfirmedCases,0.0,Fatalities,0.0
369696,,,Uzbekistan,2020-02-03,ConfirmedCases,0.0,Fatalities,0.0
369697,,,Uzbekistan,2020-02-04,ConfirmedCases,0.0,Fatalities,0.0
369698,,,Uzbekistan,2020-02-05,ConfirmedCases,0.0,Fatalities,0.0
369699,,,Uzbekistan,2020-02-06,ConfirmedCases,0.0,Fatalities,0.0
369700,,,Uzbekistan,2020-02-07,ConfirmedCases,0.0,Fatalities,0.0
369701,,,Uzbekistan,2020-02-08,ConfirmedCases,0.0,Fatalities,0.0
369702,,,Uzbekistan,2020-02-09,ConfirmedCases,0.0,Fatalities,0.0
369703,,,Uzbekistan,2020-02-10,ConfirmedCases,0.0,Fatalities,0.0
369704,,,Uzbekistan,2020-02-11,ConfirmedCases,0.0,Fatalities,0.0
369705,,,Uzbekistan,2020-02-12,ConfirmedCases,0.0,Fatalities,0.0
369706,,,Uzbekistan,2020-02-13,ConfirmedCases,0.0,Fatalities,0.0
369707,,,Uzbekistan,2020-02-14,ConfirmedCases,0.0,Fatalities,0.0
369708,,,Uzbekistan,2020-02-15,ConfirmedCases,0.0,Fatalities,0.0
369709,,,Uzbekistan,2020-02-16,ConfirmedCases,0.0,Fatalities,0.0
369710,,,Uzbekistan,2020-02-17,ConfirmedCases,0.0,Fatalities,0.0
369711,,,Uzbekistan,2020-02-18,ConfirmedCases,0.0,Fatalities,0.0
369712,,,Uzbekistan,2020-02-19,ConfirmedCases,0.0,Fatalities,0.0
369713,,,Uzbekistan,2020-02-20,ConfirmedCases,0.0,Fatalities,0.0
369714,,,Uzbekistan,2020-02-21,ConfirmedCases,0.0,Fatalities,0.0
369715,,,Uzbekistan,2020-02-22,ConfirmedCases,0.0,Fatalities,0.0
369716,,,Uzbekistan,2020-02-23,ConfirmedCases,0.0,Fatalities,0.0
369717,,,Uzbekistan,2020-02-24,ConfirmedCases,0.0,Fatalities,0.0
369718,,,Uzbekistan,2020-02-25,ConfirmedCases,0.0,Fatalities,0.0
369719,,,Uzbekistan,2020-02-26,ConfirmedCases,0.0,Fatalities,0.0
369720,,,Uzbekistan,2020-02-27,ConfirmedCases,0.0,Fatalities,0.0
369721,,,Uzbekistan,2020-02-28,ConfirmedCases,0.0,Fatalities,0.0
369722,,,Uzbekistan,2020-02-29,ConfirmedCases,0.0,Fatalities,0.0
369723,,,Uzbekistan,2020-03-01,ConfirmedCases,0.0,Fatalities,0.0
369724,,,Uzbekistan,2020-03-02,ConfirmedCases,0.0,Fatalities,0.0
369725,,,Uzbekistan,2020-03-03,ConfirmedCases,0.0,Fatalities,0.0
369726,,,Uzbekistan,2020-03-04,ConfirmedCases,0.0,Fatalities,0.0
369727,,,Uzbekistan,2020-03-05,ConfirmedCases,0.0,Fatalities,0.0
369728,,,Uzbekistan,2020-03-06,ConfirmedCases,0.0,Fatalities,0.0
369729,,,Uzbekistan,2020-03-07,ConfirmedCases,0.0,Fatalities,0.0
369730,,,Uzbekistan,2020-03-08,ConfirmedCases,0.0,Fatalities,0.0
369731,,,Uzbekistan,2020-03-09,ConfirmedCases,0.0,Fatalities,0.0
369732,,,Uzbekistan,2020-03-10,ConfirmedCases,0.0,Fatalities,0.0
369733,,,Uzbekistan,2020-03-11,ConfirmedCases,0.0,Fatalities,0.0
369734,,,Uzbekistan,2020-03-12,ConfirmedCases,0.0,Fatalities,0.0
369735,,,Uzbekistan,2020-03-13,ConfirmedCases,0.0,Fatalities,0.0
