,County,Province_State,Country_Region,Date,Target_x,TargetValue_x,Target_y,TargetValue_y
20437,,,New Zealand,2020-01-23,ConfirmedCases,0.0,Fatalities,0.0
20438,,,New Zealand,2020-01-24,ConfirmedCases,0.0,Fatalities,0.0
20439,,,New Zealand,2020-01-25,ConfirmedCases,0.0,Fatalities,0.0
20440,,,New Zealand,2020-01-26,ConfirmedCases,0.0,Fatalities,0.0
20441,,,New Zealand,2020-01-27,ConfirmedCases,0.0,Fatalities,0.0
20442,,,New Zealand,2020-01-28,ConfirmedCases,0.0,Fatalities,0.0
20443,,,New Zealand,2020-01-29,ConfirmedCases,0.0,Fatalities,0.0
20444,,,New Zealand,2020-01-30,ConfirmedCases,0.0,Fatalities,0.0
20445,,,New Zealand,2020-01-31,ConfirmedCases,0.0,Fatalities,0.0
20446,,,New Zealand,2020-02-01,ConfirmedCases,0.0,Fatalities,0.0
20447,,,New Zealand,2020-02-02,ConfirmedCases,0.0,Fatalities,0.0
20448,,,New Zealand,2020-02-03,ConfirmedCases,0.0,Fatalities,0.0
20449,,,New Zealand,2020-02-04,ConfirmedCases,0.0,Fatalities,0.0
20450,,,New Zealand,2020-02-05,ConfirmedCases,0.0,Fatalities,0.0
20451,,,New Zealand,2020-02-06,ConfirmedCases,0.0,Fatalities,0.0
20452,,,New Zealand,2020-02-07,ConfirmedCases,0.0,Fatalities,0.0
20453,,,New Zealand,2020-02-08,ConfirmedCases,0.0,Fatalities,0.0
20454,,,New Zealand,2020-02-09,ConfirmedCases,0.0,Fatalities,0.0
20455,,,New Zealand,2020-02-10,ConfirmedCases,0.0,Fatalities,0.0
20456,,,New Zealand,2020-02-11,ConfirmedCases,0.0,Fatalities,0.0
20457,,,New Zealand,2020-02-12,ConfirmedCases,0.0,Fatalities,0.0
20458,,,New Zealand,2020-02-13,ConfirmedCases,0.0,Fatalities,0.0
20459,,,New Zealand,2020-02-14,ConfirmedCases,0.0,Fatalities,0.0
20460,,,New Zealand,2020-02-15,ConfirmedCases,0.0,Fatalities,0.0
20461,,,New Zealand,2020-02-16,ConfirmedCases,0.0,Fatalities,0.0
20462,,,New Zealand,2020-02-17,ConfirmedCases,0.0,Fatalities,0.0
20463,,,New Zealand,2020-02-18,ConfirmedCases,0.0,Fatalities,0.0
20464,,,New Zealand,2020-02-19,ConfirmedCases,0.0,Fatalities,0.0
20465,,,New Zealand,2020-02-20,ConfirmedCases,0.0,Fatalities,0.0
20466,,,New Zealand,2020-02-21,ConfirmedCases,0.0,Fatalities,0.0
20467,,,New Zealand,2020-02-22,ConfirmedCases,0.0,Fatalities,0.0
20468,,,New Zealand,2020-02-23,ConfirmedCases,0.0,Fatalities,0.0
20469,,,New Zealand,2020-02-24,ConfirmedCases,0.0,Fatalities,0.0
20470,,,New Zealand,2020-02-25,ConfirmedCases,0.0,Fatalities,0.0
20471,,,New Zealand,2020-02-26,ConfirmedCases,0.0,Fatalities,0.0
20472,,,New Zealand,2020-02-27,ConfirmedCases,0.0,Fatalities,0.0
20473,,,New Zealand,2020-02-28,ConfirmedCases,1.0,Fatalities,0.0
20474,,,New Zealand,2020-02-29,ConfirmedCases,0.0,Fatalities,0.0
20475,,,New Zealand,2020-03-01,ConfirmedCases,0.0,Fatalities,0.0
20476,,,New Zealand,2020-03-02,ConfirmedCases,0.0,Fatalities,0.0
20477,,,New Zealand,2020-03-03,ConfirmedCases,0.0,Fatalities,0.0
20478,,,New Zealand,2020-03-04,ConfirmedCases,2.0,Fatalities,0.0
20479,,,New Zealand,2020-03-05,ConfirmedCases,0.0,Fatalities,0.0
20480,,,New Zealand,2020-03-06,ConfirmedCases,1.0,Fatalities,0.0
20481,,,New Zealand,2020-03-07,ConfirmedCases,1.0,Fatalities,0.0
20482,,,New Zealand,2020-03-08,ConfirmedCases,0.0,Fatalities,0.0
20483,,,New Zealand,2020-03-09,ConfirmedCases,0.0,Fatalities,0.0
20484,,,New Zealand,2020-03-10,ConfirmedCases,0.0,Fatalities,0.0
20485,,,New Zealand,2020-03-11,ConfirmedCases,0.0,Fatalities,0.0
20486,,,New Zealand,2020-03-12,ConfirmedCases,0.0,Fatalities,0.0
20487,,,New Zealand,2020-03-13,ConfirmedCases,0.0,Fatalities,0.0
20488,,,New Zealand,2020-03-14,ConfirmedCases,1.0,Fatalities,0.0
20489,,,New Zealand,2020-03-15,ConfirmedCases,2.0,Fatalities,0.0
20490,,,New Zealand,2020-03-16,ConfirmedCases,0.0,Fatalities,0.0
20491,,,New Zealand,2020-03-17,ConfirmedCases,4.0,Fatalities,0.0
20492,,,New Zealand,2020-03-18,ConfirmedCases,8.0,Fatalities,0.0
20493,,,New Zealand,2020-03-19,ConfirmedCases,8.0,Fatalities,0.0
20494,,,New Zealand,2020-03-20,ConfirmedCases,11.0,Fatalities,0.0
20495,,,New Zealand,2020-03-21,ConfirmedCases,13.0,Fatalities,0.0
20496,,,New Zealand,2020-03-22,ConfirmedCases,50.0,Fatalities,0.0
20497,,,New Zealand,2020-03-23,ConfirmedCases,0.0,Fatalities,0.0
20498,,,New Zealand,2020-03-24,ConfirmedCases,53.0,Fatalities,0.0
20499,,,New Zealand,2020-03-25,ConfirmedCases,50.0,Fatalities,0.0
20500,,,New Zealand,2020-03-26,ConfirmedCases,78.0,Fatalities,0.0
20501,,,New Zealand,2020-03-27,ConfirmedCases,85.0,Fatalities,0.0
20502,,,New Zealand,2020-03-28,ConfirmedCases,83.0,Fatalities,0.0
20503,,,New Zealand,2020-03-29,ConfirmedCases,63.0,Fatalities,1.0
20504,,,New Zealand,2020-03-30,ConfirmedCases,75.0,Fatalities,0.0
20505,,,New Zealand,2020-03-31,ConfirmedCases,58.0,Fatalities,0.0
20506,,,New Zealand,2020-04-01,ConfirmedCases,61.0,Fatalities,0.0
