,County,Province_State,Country_Region,Date,Target_x,TargetValue_x,Target_y,TargetValue_y
15515,,,Indonesia,2020-01-23,ConfirmedCases,0.0,Fatalities,0.0
15516,,,Indonesia,2020-01-24,ConfirmedCases,0.0,Fatalities,0.0
15517,,,Indonesia,2020-01-25,ConfirmedCases,0.0,Fatalities,0.0
15518,,,Indonesia,2020-01-26,ConfirmedCases,0.0,Fatalities,0.0
15519,,,Indonesia,2020-01-27,ConfirmedCases,0.0,Fatalities,0.0
15520,,,Indonesia,2020-01-28,ConfirmedCases,0.0,Fatalities,0.0
15521,,,Indonesia,2020-01-29,ConfirmedCases,0.0,Fatalities,0.0
15522,,,Indonesia,2020-01-30,ConfirmedCases,0.0,Fatalities,0.0
15523,,,Indonesia,2020-01-31,ConfirmedCases,0.0,Fatalities,0.0
15524,,,Indonesia,2020-02-01,ConfirmedCases,0.0,Fatalities,0.0
15525,,,Indonesia,2020-02-02,ConfirmedCases,0.0,Fatalities,0.0
15526,,,Indonesia,2020-02-03,ConfirmedCases,0.0,Fatalities,0.0
15527,,,Indonesia,2020-02-04,ConfirmedCases,0.0,Fatalities,0.0
15528,,,Indonesia,2020-02-05,ConfirmedCases,0.0,Fatalities,0.0
15529,,,Indonesia,2020-02-06,ConfirmedCases,0.0,Fatalities,0.0
15530,,,Indonesia,2020-02-07,ConfirmedCases,0.0,Fatalities,0.0
15531,,,Indonesia,2020-02-08,ConfirmedCases,0.0,Fatalities,0.0
15532,,,Indonesia,2020-02-09,ConfirmedCases,0.0,Fatalities,0.0
15533,,,Indonesia,2020-02-10,ConfirmedCases,0.0,Fatalities,0.0
15534,,,Indonesia,2020-02-11,ConfirmedCases,0.0,Fatalities,0.0
15535,,,Indonesia,2020-02-12,ConfirmedCases,0.0,Fatalities,0.0
15536,,,Indonesia,2020-02-13,ConfirmedCases,0.0,Fatalities,0.0
15537,,,Indonesia,2020-02-14,ConfirmedCases,0.0,Fatalities,0.0
15538,,,Indonesia,2020-02-15,ConfirmedCases,0.0,Fatalities,0.0
15539,,,Indonesia,2020-02-16,ConfirmedCases,0.0,Fatalities,0.0
15540,,,Indonesia,2020-02-17,ConfirmedCases,0.0,Fatalities,0.0
15541,,,Indonesia,2020-02-18,ConfirmedCases,0.0,Fatalities,0.0
15542,,,Indonesia,2020-02-19,ConfirmedCases,0.0,Fatalities,0.0
15543,,,Indonesia,2020-02-20,ConfirmedCases,0.0,Fatalities,0.0
15544,,,Indonesia,2020-02-21,ConfirmedCases,0.0,Fatalities,0.0
15545,,,Indonesia,2020-02-22,ConfirmedCases,0.0,Fatalities,0.0
15546,,,Indonesia,2020-02-23,ConfirmedCases,0.0,Fatalities,0.0
15547,,,Indonesia,2020-02-24,ConfirmedCases,0.0,Fatalities,0.0
15548,,,Indonesia,2020-02-25,ConfirmedCases,0.0,Fatalities,0.0
15549,,,Indonesia,2020-02-26,ConfirmedCases,0.0,Fatalities,0.0
15550,,,Indonesia,2020-02-27,ConfirmedCases,0.0,Fatalities,0.0
15551,,,Indonesia,2020-02-28,ConfirmedCases,0.0,Fatalities,0.0
15552,,,Indonesia,2020-02-29,ConfirmedCases,0.0,Fatalities,0.0
15553,,,Indonesia,2020-03-01,ConfirmedCases,0.0,Fatalities,0.0
15554,,,Indonesia,2020-03-02,ConfirmedCases,2.0,Fatalities,0.0
15555,,,Indonesia,2020-03-03,ConfirmedCases,0.0,Fatalities,0.0
15556,,,Indonesia,2020-03-04,ConfirmedCases,0.0,Fatalities,0.0
15557,,,Indonesia,2020-03-05,ConfirmedCases,0.0,Fatalities,0.0
15558,,,Indonesia,2020-03-06,ConfirmedCases,2.0,Fatalities,0.0
15559,,,Indonesia,2020-03-07,ConfirmedCases,0.0,Fatalities,0.0
15560,,,Indonesia,2020-03-08,ConfirmedCases,2.0,Fatalities,0.0
15561,,,Indonesia,2020-03-09,ConfirmedCases,13.0,Fatalities,0.0
15562,,,Indonesia,2020-03-10,ConfirmedCases,8.0,Fatalities,0.0
15563,,,Indonesia,2020-03-11,ConfirmedCases,7.0,Fatalities,1.0
15564,,,Indonesia,2020-03-12,ConfirmedCases,0.0,Fatalities,0.0
15565,,,Indonesia,2020-03-13,ConfirmedCases,35.0,Fatalities,3.0
15566,,,Indonesia,2020-03-14,ConfirmedCases,27.0,Fatalities,1.0
15567,,,Indonesia,2020-03-15,ConfirmedCases,21.0,Fatalities,0.0
15568,,,Indonesia,2020-03-16,ConfirmedCases,17.0,Fatalities,0.0
15569,,,Indonesia,2020-03-17,ConfirmedCases,38.0,Fatalities,0.0
15570,,,Indonesia,2020-03-18,ConfirmedCases,55.0,Fatalities,14.0
15571,,,Indonesia,2020-03-19,ConfirmedCases,84.0,Fatalities,6.0
15572,,,Indonesia,2020-03-20,ConfirmedCases,58.0,Fatalities,7.0
15573,,,Indonesia,2020-03-21,ConfirmedCases,81.0,Fatalities,6.0
15574,,,Indonesia,2020-03-22,ConfirmedCases,64.0,Fatalities,10.0
15575,,,Indonesia,2020-03-23,ConfirmedCases,65.0,Fatalities,1.0
15576,,,Indonesia,2020-03-24,ConfirmedCases,107.0,Fatalities,6.0
15577,,,Indonesia,2020-03-25,ConfirmedCases,104.0,Fatalities,3.0
15578,,,Indonesia,2020-03-26,ConfirmedCases,103.0,Fatalities,20.0
15579,,,Indonesia,2020-03-27,ConfirmedCases,153.0,Fatalities,9.0
15580,,,Indonesia,2020-03-28,ConfirmedCases,109.0,Fatalities,15.0
15581,,,Indonesia,2020-03-29,ConfirmedCases,130.0,Fatalities,12.0
15582,,,Indonesia,2020-03-30,ConfirmedCases,129.0,Fatalities,8.0
15583,,,Indonesia,2020-03-31,ConfirmedCases,114.0,Fatalities,14.0
15584,,,Indonesia,2020-04-01,ConfirmedCases,149.0,Fatalities,21.0
15585,,,Indonesia,2020-04-02,ConfirmedCases,113.0,Fatalities,13.0
15586,,,Indonesia,2020-04-03,ConfirmedCases,196.0,Fatalities,11.0
15587,,,Indonesia,2020-04-04,ConfirmedCases,106.0,Fatalities,10.0
15588,,,Indonesia,2020-04-05,ConfirmedCases,181.0,Fatalities,7.0
15589,,,Indonesia,2020-04-06,ConfirmedCases,218.0,Fatalities,11.0
15590,,,Indonesia,2020-04-07,ConfirmedCases,247.0,Fatalities,12.0
15591,,,Indonesia,2020-04-08,ConfirmedCases,218.0,Fatalities,19.0
15592,,,Indonesia,2020-04-09,ConfirmedCases,337.0,Fatalities,40.0
15593,,,Indonesia,2020-04-10,ConfirmedCases,219.0,Fatalities,26.0
15594,,,Indonesia,2020-04-11,ConfirmedCases,330.0,Fatalities,21.0
15595,,,Indonesia,2020-04-12,ConfirmedCases,399.0,Fatalities,46.0
15596,,,Indonesia,2020-04-13,ConfirmedCases,316.0,Fatalities,26.0
15597,,,Indonesia,2020-04-14,ConfirmedCases,282.0,Fatalities,60.0
15598,,,Indonesia,2020-04-15,ConfirmedCases,297.0,Fatalities,10.0
15599,,,Indonesia,2020-04-16,ConfirmedCases,380.0,Fatalities,27.0
15600,,,Indonesia,2020-04-17,ConfirmedCases,407.0,Fatalities,24.0
15601,,,Indonesia,2020-04-18,ConfirmedCases,325.0,Fatalities,15.0
15602,,,Indonesia,2020-04-19,ConfirmedCases,327.0,Fatalities,47.0
15603,,,Indonesia,2020-04-20,ConfirmedCases,185.0,Fatalities,8.0
15604,,,Indonesia,2020-04-21,ConfirmedCases,375.0,Fatalities,26.0
15605,,,Indonesia,2020-04-22,ConfirmedCases,283.0,Fatalities,19.0
15606,,,Indonesia,2020-04-23,ConfirmedCases,357.0,Fatalities,12.0
15607,,,Indonesia,2020-04-24,ConfirmedCases,436.0,Fatalities,42.0
15608,,,Indonesia,2020-04-25,ConfirmedCases,396.0,Fatalities,31.0
15609,,,Indonesia,2020-04-26,ConfirmedCases,275.0,Fatalities,23.0
15610,,,Indonesia,2020-04-27,ConfirmedCases,214.0,Fatalities,22.0
15611,,,Indonesia,2020-04-28,ConfirmedCases,415.0,Fatalities,8.0
15612,,,Indonesia,2020-04-29,ConfirmedCases,260.0,Fatalities,11.0
15613,,,Indonesia,2020-04-30,ConfirmedCases,347.0,Fatalities,8.0
15614,,,Indonesia,2020-05-01,ConfirmedCases,433.0,Fatalities,8.0
15615,,,Indonesia,2020-05-02,ConfirmedCases,292.0,Fatalities,31.0
15616,,,Indonesia,2020-05-03,ConfirmedCases,349.0,Fatalities,14.0
15617,,,Indonesia,2020-05-04,ConfirmedCases,395.0,Fatalities,19.0
15618,,,Indonesia,2020-05-05,ConfirmedCases,484.0,Fatalities,8.0
15619,,,Indonesia,2020-05-06,ConfirmedCases,367.0,Fatalities,23.0
15620,,,Indonesia,2020-05-07,ConfirmedCases,338.0,Fatalities,35.0
15621,,,Indonesia,2020-05-08,ConfirmedCases,336.0,Fatalities,13.0
