,County,Province_State,Country_Region,Date,Target_x,TargetValue_x,Target_y,TargetValue_y
2140,,,Bahrain,2020-01-23,ConfirmedCases,0.0,Fatalities,0.0
2141,,,Bahrain,2020-01-24,ConfirmedCases,0.0,Fatalities,0.0
2142,,,Bahrain,2020-01-25,ConfirmedCases,0.0,Fatalities,0.0
2143,,,Bahrain,2020-01-26,ConfirmedCases,0.0,Fatalities,0.0
2144,,,Bahrain,2020-01-27,ConfirmedCases,0.0,Fatalities,0.0
2145,,,Bahrain,2020-01-28,ConfirmedCases,0.0,Fatalities,0.0
2146,,,Bahrain,2020-01-29,ConfirmedCases,0.0,Fatalities,0.0
2147,,,Bahrain,2020-01-30,ConfirmedCases,0.0,Fatalities,0.0
2148,,,Bahrain,2020-01-31,ConfirmedCases,0.0,Fatalities,0.0
2149,,,Bahrain,2020-02-01,ConfirmedCases,0.0,Fatalities,0.0
2150,,,Bahrain,2020-02-02,ConfirmedCases,0.0,Fatalities,0.0
2151,,,Bahrain,2020-02-03,ConfirmedCases,0.0,Fatalities,0.0
2152,,,Bahrain,2020-02-04,ConfirmedCases,0.0,Fatalities,0.0
2153,,,Bahrain,2020-02-05,ConfirmedCases,0.0,Fatalities,0.0
2154,,,Bahrain,2020-02-06,ConfirmedCases,0.0,Fatalities,0.0
2155,,,Bahrain,2020-02-07,ConfirmedCases,0.0,Fatalities,0.0
2156,,,Bahrain,2020-02-08,ConfirmedCases,0.0,Fatalities,0.0
2157,,,Bahrain,2020-02-09,ConfirmedCases,0.0,Fatalities,0.0
2158,,,Bahrain,2020-02-10,ConfirmedCases,0.0,Fatalities,0.0
2159,,,Bahrain,2020-02-11,ConfirmedCases,0.0,Fatalities,0.0
2160,,,Bahrain,2020-02-12,ConfirmedCases,0.0,Fatalities,0.0
2161,,,Bahrain,2020-02-13,ConfirmedCases,0.0,Fatalities,0.0
2162,,,Bahrain,2020-02-14,ConfirmedCases,0.0,Fatalities,0.0
2163,,,Bahrain,2020-02-15,ConfirmedCases,0.0,Fatalities,0.0
2164,,,Bahrain,2020-02-16,ConfirmedCases,0.0,Fatalities,0.0
2165,,,Bahrain,2020-02-17,ConfirmedCases,0.0,Fatalities,0.0
2166,,,Bahrain,2020-02-18,ConfirmedCases,0.0,Fatalities,0.0
2167,,,Bahrain,2020-02-19,ConfirmedCases,0.0,Fatalities,0.0
2168,,,Bahrain,2020-02-20,ConfirmedCases,0.0,Fatalities,0.0
2169,,,Bahrain,2020-02-21,ConfirmedCases,0.0,Fatalities,0.0
2170,,,Bahrain,2020-02-22,ConfirmedCases,0.0,Fatalities,0.0
2171,,,Bahrain,2020-02-23,ConfirmedCases,0.0,Fatalities,0.0
2172,,,Bahrain,2020-02-24,ConfirmedCases,1.0,Fatalities,0.0
2173,,,Bahrain,2020-02-25,ConfirmedCases,22.0,Fatalities,0.0
2174,,,Bahrain,2020-02-26,ConfirmedCases,10.0,Fatalities,0.0
2175,,,Bahrain,2020-02-27,ConfirmedCases,0.0,Fatalities,0.0
2176,,,Bahrain,2020-02-28,ConfirmedCases,3.0,Fatalities,0.0
2177,,,Bahrain,2020-02-29,ConfirmedCases,5.0,Fatalities,0.0
2178,,,Bahrain,2020-03-01,ConfirmedCases,6.0,Fatalities,0.0
2179,,,Bahrain,2020-03-02,ConfirmedCases,2.0,Fatalities,0.0
2180,,,Bahrain,2020-03-03,ConfirmedCases,0.0,Fatalities,0.0
2181,,,Bahrain,2020-03-04,ConfirmedCases,3.0,Fatalities,0.0
2182,,,Bahrain,2020-03-05,ConfirmedCases,3.0,Fatalities,0.0
2183,,,Bahrain,2020-03-06,ConfirmedCases,5.0,Fatalities,0.0
2184,,,Bahrain,2020-03-07,ConfirmedCases,25.0,Fatalities,0.0
2185,,,Bahrain,2020-03-08,ConfirmedCases,0.0,Fatalities,0.0
2186,,,Bahrain,2020-03-09,ConfirmedCases,10.0,Fatalities,0.0
2187,,,Bahrain,2020-03-10,ConfirmedCases,15.0,Fatalities,0.0
2188,,,Bahrain,2020-03-11,ConfirmedCases,85.0,Fatalities,0.0
2189,,,Bahrain,2020-03-12,ConfirmedCases,0.0,Fatalities,0.0
2190,,,Bahrain,2020-03-13,ConfirmedCases,0.0,Fatalities,0.0
2191,,,Bahrain,2020-03-14,ConfirmedCases,15.0,Fatalities,0.0
2192,,,Bahrain,2020-03-15,ConfirmedCases,4.0,Fatalities,0.0
2193,,,Bahrain,2020-03-16,ConfirmedCases,0.0,Fatalities,1.0
2194,,,Bahrain,2020-03-17,ConfirmedCases,14.0,Fatalities,0.0
2195,,,Bahrain,2020-03-18,ConfirmedCases,28.0,Fatalities,0.0
2196,,,Bahrain,2020-03-19,ConfirmedCases,22.0,Fatalities,0.0
2197,,,Bahrain,2020-03-20,ConfirmedCases,7.0,Fatalities,0.0
2198,,,Bahrain,2020-03-21,ConfirmedCases,20.0,Fatalities,0.0
2199,,,Bahrain,2020-03-22,ConfirmedCases,29.0,Fatalities,1.0
2200,,,Bahrain,2020-03-23,ConfirmedCases,43.0,Fatalities,0.0
2201,,,Bahrain,2020-03-24,ConfirmedCases,15.0,Fatalities,1.0
2202,,,Bahrain,2020-03-25,ConfirmedCases,27.0,Fatalities,1.0
2203,,,Bahrain,2020-03-26,ConfirmedCases,39.0,Fatalities,0.0
2204,,,Bahrain,2020-03-27,ConfirmedCases,8.0,Fatalities,0.0
2205,,,Bahrain,2020-03-28,ConfirmedCases,10.0,Fatalities,0.0
2206,,,Bahrain,2020-03-29,ConfirmedCases,23.0,Fatalities,0.0
2207,,,Bahrain,2020-03-30,ConfirmedCases,16.0,Fatalities,0.0
2208,,,Bahrain,2020-03-31,ConfirmedCases,52.0,Fatalities,0.0
2209,,,Bahrain,2020-04-01,ConfirmedCases,2.0,Fatalities,0.0
2210,,,Bahrain,2020-04-02,ConfirmedCases,74.0,Fatalities,0.0
2211,,,Bahrain,2020-04-03,ConfirmedCases,29.0,Fatalities,0.0
2212,,,Bahrain,2020-04-04,ConfirmedCases,16.0,Fatalities,0.0
2213,,,Bahrain,2020-04-05,ConfirmedCases,12.0,Fatalities,0.0
2214,,,Bahrain,2020-04-06,ConfirmedCases,56.0,Fatalities,0.0
2215,,,Bahrain,2020-04-07,ConfirmedCases,55.0,Fatalities,1.0
2216,,,Bahrain,2020-04-08,ConfirmedCases,12.0,Fatalities,0.0
2217,,,Bahrain,2020-04-09,ConfirmedCases,64.0,Fatalities,0.0
2218,,,Bahrain,2020-04-10,ConfirmedCases,38.0,Fatalities,1.0
2219,,,Bahrain,2020-04-11,ConfirmedCases,115.0,Fatalities,0.0
2220,,,Bahrain,2020-04-12,ConfirmedCases,96.0,Fatalities,0.0
2221,,,Bahrain,2020-04-13,ConfirmedCases,225.0,Fatalities,0.0
2222,,,Bahrain,2020-04-14,ConfirmedCases,167.0,Fatalities,1.0
2223,,,Bahrain,2020-04-15,ConfirmedCases,143.0,Fatalities,0.0
2224,,,Bahrain,2020-04-16,ConfirmedCases,29.0,Fatalities,0.0
2225,,,Bahrain,2020-04-17,ConfirmedCases,40.0,Fatalities,0.0
2226,,,Bahrain,2020-04-18,ConfirmedCases,33.0,Fatalities,0.0
2227,,,Bahrain,2020-04-19,ConfirmedCases,108.0,Fatalities,0.0
2228,,,Bahrain,2020-04-20,ConfirmedCases,26.0,Fatalities,0.0
2229,,,Bahrain,2020-04-21,ConfirmedCases,66.0,Fatalities,0.0
2230,,,Bahrain,2020-04-22,ConfirmedCases,54.0,Fatalities,0.0
2231,,,Bahrain,2020-04-23,ConfirmedCases,190.0,Fatalities,1.0
2232,,,Bahrain,2020-04-24,ConfirmedCases,301.0,Fatalities,0.0
2233,,,Bahrain,2020-04-25,ConfirmedCases,70.0,Fatalities,0.0
2234,,,Bahrain,2020-04-26,ConfirmedCases,59.0,Fatalities,0.0
2235,,,Bahrain,2020-04-27,ConfirmedCases,76.0,Fatalities,0.0
2236,,,Bahrain,2020-04-28,ConfirmedCases,88.0,Fatalities,0.0
2237,,,Bahrain,2020-04-29,ConfirmedCases,110.0,Fatalities,0.0
2238,,,Bahrain,2020-04-30,ConfirmedCases,119.0,Fatalities,0.0
2239,,,Bahrain,2020-05-01,ConfirmedCases,130.0,Fatalities,0.0
2240,,,Bahrain,2020-05-02,ConfirmedCases,114.0,Fatalities,0.0
2241,,,Bahrain,2020-05-03,ConfirmedCases,99.0,Fatalities,0.0
